train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec,method,exper,lake_id,seed
0.97683203,0.73151284,0.03735273,0.51862764,0.04307748,0.96914285,0.8485743,0.043926973,0.6319738,0.05072003,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,220,100
0.9733337,0.97237736,0.042000096,0.72695273,0.17509185,0.95477134,1.2897662,0.05703059,0.94469464,0.36009836,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.1,trans_PIDL,exper3,222,100
0.9797424,0.8921196,0.0393906,0.6717505,0.18746771,0.96062106,1.2410649,0.05617119,0.910437,0.22598872,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,223,100
0.9632993,0.86330265,0.04151208,0.633804,0.16473643,0.8980711,1.4302799,0.07741026,1.044171,0.32332236,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,224,100
0.9850988,0.7967239,0.032728564,0.60168463,0.116151795,0.97710556,0.9604528,0.040164124,0.7365658,0.11135384,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,225,100
0.9315633,1.0602732,0.058310974,0.79102767,0.26884773,0.8631908,1.5842273,0.08571874,1.206228,0.5522586,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,226,100
0.9297169,1.1339468,0.061162144,0.8310034,0.2826943,0.84617084,1.7037089,0.09487456,1.222603,0.39417112,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,227,100
0.98349,0.72958624,0.033391897,0.558811,0.14110373,0.9672229,1.0420731,0.04802751,0.77990824,0.4493887,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,228,100
0.92548025,1.144251,0.060643777,0.8282841,0.3840737,0.8824487,1.4681187,0.07563346,1.0937529,0.31218633,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,232,100
0.839078,0.7509716,0.08549973,0.5940571,0.02204784,0.8145146,0.7850936,0.09304923,0.61522686,0.022950884,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,234,100
0.9898337,0.7570345,0.02926868,0.5781074,0.14468075,0.9852039,0.9353279,0.03669956,0.6827081,0.30523184,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,236,100
0.98892003,0.7648759,0.028357135,0.59625965,0.22932878,0.98273504,0.94442385,0.03603267,0.736333,0.21715488,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,237,100
0.9877938,0.7879416,0.030352047,0.5861729,0.12629536,0.9825094,0.9792757,0.037212167,0.73279387,0.20291997,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,239,100
0.95846254,0.91682196,0.051905267,0.7008584,0.37588552,0.79762304,2.2041905,0.101357564,1.5325489,0.74707294,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.1,trans_PIDL,exper3,240,100
0.99334407,0.741772,0.024489589,0.56234086,0.13349085,0.98741335,1.0647465,0.033744562,0.7518869,0.26675302,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,241,100
0.97744024,0.79556155,0.037929904,0.6110924,0.14077182,0.94380623,1.3458285,0.06256141,1.0018393,0.2978784,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,242,100
0.9861294,0.7199544,0.026122233,0.54839486,0.035338208,0.97316694,0.9895523,0.03768021,0.7326228,0.04833529,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,243,100
